business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
bTNwrkDJ2HSIQo5egSX37g,Days Inn by Wyndham Philadelphia - Roosevelt Boulevard,4200 Roosevelt Blvd,Philadelphia,PA,19124,40.029927,-75.1062366,1.0,24,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Event Planning & Services, Hotels, Hotels & Travel",
l_8s-fRs9vr00JmrRsg79Q,Travelodge by Wyndham Tucson AZ,4910 W Ina Rd,Tucson,AZ,85743,32.3387013,-111.0696529,2.0,22,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels & Travel, Hotels, Event Planning & Services",
THeEPb1SgJLhwMlWrxOeSQ,Four Points by Sheraton Philadelphia Northeast,9461 Roosevelt Blvd,Philadelphia,PA,19114,40.0783729453,-75.0292557658,2.5,100,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True'}","Wedding Planning, Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Caterers, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
uLbPIukhuHLHBMrfRnhDbg,Homewood Suites by Hilton Tucson/St. Philip's Plaza University,4250 N Campbell Ave,Tucson,AZ,85718,32.2850740626,-110.9423044476,3.0,31,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
G9FrI7i4cPkeg_kzyc-oiQ,DoubleTree Suites by Hilton Hotel Tucson - Williams Center,5335 E Broadway,Tucson,AZ,85711,32.2220595346,-110.8783194,3.0,88,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
55uWj7Gv6_KrQNWZCHQAug,La Quinta by Wyndham Tucson - Reid Park,102 N Alvernon Way,Tucson,AZ,85711,32.223895,-110.908992,3.0,92,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
rC9c7AsXM4EBgykMRwjI2g,Days Inn & Suites by Wyndham Tucson/Marana,8370 North Cracker Barrel Rd,Tucson,AZ,85743,32.3590856,-111.0919148,2.5,42,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1'}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
53ZvKaO19YS6Gt5x-va0BA,Extended Stay America - Philadelphia - Airport - Bartram Ave.,8880 Bartram Ave.,Philadelphia,PA,19153,39.8862681,-75.2480428,1.5,29,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Home Services, Hotels, Real Estate, Apartments, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
xmkyOT45KULGO5qYAU_BNg,Super 8 by Wyndham Marana/Tucson Area,"I-10 & Cortaro Road Exit # 246, 8351 North Cracker Barrel Rd",Marana,AZ,85743,32.3580583,-111.0924736,2.0,20,1,"{'RestaurantsPriceRange2': '1', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels",
kM0CewxK3Ize1SF92bfJYQ,Hilton Philadelphia at Penn's Landing,201 S Christopher Columbus Blvd,Philadelphia,PA,19106,39.9452425,-75.1413550139,3.5,186,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '3', 'DogsAllowed': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
HIgydIuNU4nT3MyJocGF8Q,Best Western Gold Poppy Inn,4930 W Ina Rd,Tucson,AZ,85743,32.339051,-111.069766,3.5,34,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Event Planning & Services, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
-tOcNlAX3NMF9r2XlhZ6gQ,Hampton Inn & Suites Newtown,1000 Stony Hill Rd,Yardley,PA,19067,40.232741,-74.883877,3.0,44,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'""}","Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
-ZkiYzawHFnVQxaiRk6LpQ,La Quinta by Wyndham Tucson Airport,7001 South Tucson Blvd,Tucson,AZ,85706,32.124667,-110.933473,3.0,80,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'DogsAllowed': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
zQtNKN93h_lheye3nocSrA,Residence Inn By Marriott Philadelphia Bala Cynwyd,615 Righters Ferry Rd,Bala Cynwyd,PA,19004,40.0159882,-75.2142672,4.0,6,1,"{'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ejAIhhjTyATs2BSGPvdFWw,Super 8 by Wyndham Sparks/Reno Area,"1900 East Greg Street, I-80 Exit 21",Sparks,NV,89431,39.5236405,-119.7094371,2.5,34,1,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '3', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel",
kbAvGWufNK6sgub3EdiKhA,Hampton Inn & Suites Reno,10599 Professional Cir,Reno,NV,89511,39.428192,-119.755064,2.5,97,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
JN1aNg5jJiwj6O01ubr7aQ,Tru by Hilton Audubon Valley Forge,825 Forge Ave,Audubon,PA,19403,40.1266487,-75.4078662,3.5,11,1,,"Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
36dU0rj9eoWeInt1OmwYFQ,Wyndham Garden Exton Valley Forge,815 North Pottstown Pike,Exton,PA,19341,40.056669,-75.649483,2.5,30,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
QMHd6Z2djm_SBLzGhLvFqw,Courtyard by Marriott Philadelphia South at The Navy Yard,1001 Intrepid Ave,Philadelphia,PA,19112,39.895454514,-75.1717264504,4.0,59,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'free'"", 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels & Travel, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
sUys3YPdeI40V_1ud0Z88Q,Four Points by Sheraton Tucson University Plaza,1900 E Speedway,Tucson,AZ,85719,32.235694,-110.943389,2.0,8,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'True'}","Event Planning & Services, Hotels & Travel, American (New), Venues & Event Spaces, Nightlife, Hotels, Restaurants",
HBeYAV1Q0XKj2M3hsrAZYg,Hampton Inn & Suites Philadelphia/Media,300 S Beatty Rd,Media,PA,19063,39.913802,-75.3790875,4.0,8,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
uB19RdxqaYg8kjpo57ACJQ,Hampton Inn & Suites Tucson Marana,6300 W Marana Center Blvd,Tucson,AZ,85742,32.3772727116,-111.1004791693,4.5,14,1,{'BusinessAcceptsCreditCards': 'True'},"Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
GCsGSAR_ikkaj3Cye5v-9w,Embassy Suites by Hilton Philadelphia Valley Forge,888 Chesterbrook Blvd,Wayne,PA,19087,40.0665609312,-75.4607480764,2.5,71,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Y93ll_YiW-dNgR0UVzkdLg,Fairfield Inn & Suites Philadelphia Horsham,2440 Maryland Rd,Willow Grove,PA,19090,40.160656448,-75.1328025853,4.0,23,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2'}","Event Planning & Services, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
grwQ0HSdvZBSUPzHCijk6Q,Holiday Inn Philadelphia Historic District,400 Arch St,Philadelphia,PA,19106,39.9519755,-75.1471853,3.0,44,0,,"Event Planning & Services, Hotels & Travel, Hotels",
r9Z4qa7SZfMcl1fvmBfCfw,Hampton Inn & Suites Tucson Tech Park,9095 S Rita Rd,Tucson,AZ,85747,32.086856,-110.8030197288,4.5,12,1,,"Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
3V97GKPqXFm2al_Ozu5Tdw,Circ At the Philadelphia Marriott Downtown,1201 Market St,Philadelphia,PA,19107,39.9526549,-75.1606488,3.5,16,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'paid'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsReservations': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HasTV': 'True', 'HappyHour': 'True', 'Alcohol': ""'full_bar'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}""}","Bars, Nightlife",
z2suiNYy6cKyy_Oraaurlg,Holiday Inn Express Philadelphia Airport,101 Taylor Ave,Essington,PA,19029,39.8604817563,-75.3018542843,3.0,38,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Hotels, Venues & Event Spaces, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
VFX2Pil5Alnkh_zbR57dGQ,TownePlace Suites by Marriott Tucson Williams Centre,384 South Williams Boulevard,Tucson,AZ,85711,32.2164126629,-110.8811561018,4.0,55,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False'}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
9KUs5ruPBvbko6OpjMfDzw,Baymont by Wyndham Reno,2050 Market St.,Reno,NV,89502,39.519911,-119.786963,1.5,243,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Airports, Event Planning & Services, Hotels & Travel, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
RzYYRGFyN9qa-4yb-M-IFQ,Microtel Inn & Suites by Wyndham Philadelphia Airport Ridley,155 S Stewart Avenue,Ridley Park,PA,19078,39.869405,-75.318615,3.5,30,1,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
zQee6DF458ap5YbtOkMOOQ,Comfort Inn Valley Forge National Park,550 W Dekalb Pike,King of Prussia,PA,19406,40.090431,-75.380545,2.0,26,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
SG0GKsdKnlbIwZjekuCkLw,Econo Lodge,"3020 S 6th Ave, S. 6th Ave. & I-10, ex. 261",Tucson,AZ,85713,32.188486,-110.96936,1.5,7,0,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'""}","Hotels, Event Planning & Services, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
CVoTqTnHntspcgrZZy4-Gg,Extended Stay America - Philadelphia - Bensalem,3216 Tillman Dr.,Bensalem,PA,19020,40.1147665,-74.9617878,2.0,23,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'""}","Real Estate, Apartments, Home Services, Event Planning & Services, Hotels & Travel, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
P5uXTABOgFbsgZMhr_EGiQ,Residence Inn by Marriott Philadelphia Great Valley/Malvern,10 General Warren Blvd,Malvern,PA,19355,40.0743638951,-75.5377579153,3.0,12,1,"{'DogsAllowed': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Venues & Event Spaces, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
xReVzv7-wMuWLEX_8XXtcQ,Sheraton Tucson Hotel & Suites,5151 East Grant Rd,Tucson,AZ,85712,32.2511771484,-110.8825622,2.5,179,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""u'paid'"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'ByAppointmentOnly': 'True'}","Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
kfkhc8PaFdbk8aQ9suZIfw,Tucson Marriott University Park,880 East 2nd Street,Tucson,AZ,85719,32.2325263663,-110.9583105147,2.5,142,1,"{'Caters': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'paid'"", 'RestaurantsTakeOut': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}","Hotels & Travel, Event Planning & Services, Restaurants, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
JoF6daUd7nYyIVAsBYWj7w,Hampton Inn & Suites Valley Forge/Oaks,100 Cresson Blvd,Phoenixville,PA,19460,40.132673,-75.450208,3.5,28,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
ALqsok4gwNEVxL5GglXAEA,Holiday Inn Express & Suites Tucson North - Marana,8373 N Cracker Barrel Rd,Tucson,AZ,85743,32.3585005,-111.0928462,3.5,34,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels, Venues & Event Spaces, Event Planning & Services, Wedding Planning, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
9lGiHPSlxVoHk_pA98v4eA,Sheraton Bucks County Langhorne,400 Oxford Valley Rd,Langhorne,PA,19047,40.1839553,-74.8693534,2.5,106,1,"{'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'Caters': 'True', 'RestaurantsTakeOut': 'False', 'RestaurantsDelivery': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': True, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'DogsAllowed': 'False'}","Venues & Event Spaces, Event Planning & Services, Hotels & Travel, Restaurants, Hotels","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
La-xKvOupbntNTUQqd4U0A,Marriott Philadelphia West,111 Crawford Ave,West Conshohocken,PA,19428,40.06887,-75.309733,3.0,84,1,"{'WiFi': ""u'paid'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Event Planning & Services, Restaurants, Venues & Event Spaces, Hotels, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
vYNZYOmBuP9bgckJ_mQIbw,Howard Johnson by Wyndham Tucson Downtown,1010 S. Freeway St.,Tucson,AZ,85745,32.2091463219,-110.9805615,1.0,24,0,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1'}","Event Planning & Services, Hotels, Hotels & Travel",
vDXMGgnANH3eJixQ4aG7eQ,Holiday Inn Express & Suites Tucson,1564 W Grant Rd,Tucson,AZ,85745,32.2528635,-110.999327,3.0,52,1,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
TDLkD6gOkn1jJ93go1ZySQ,Sheraton Philadelphia Downtown,201 North 17th Street,Philadelphia,PA,19103,39.9570991,-75.1670329,2.5,21,1,,"Hotels, Hotels & Travel, Event Planning & Services",
QMsl94tHgV-eOBZcXU6ABA,Comfort Inn NJ State Capital Area,7 South Pennsylvania Avenue,Morrisville,PA,19067,40.2066915,-74.7752016,2.5,9,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True'}","Hotels, Event Planning & Services, Bed & Breakfast, Hotels & Travel","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
fljvKPPISeG9wfIFjM8XHA,Days Inn by Wyndham Tucson City Center,665 North Freeway,Tucson,AZ,85745,32.2307818618,-110.9836525023,1.0,7,1,,"Event Planning & Services, Hotels, Hotels & Travel",
ScR8EViAFzYUyccKQuYaqw,Courtyard Tucson Williams Centre,201 South Williams Boulevard,Tuscon,AZ,85711,32.219979,-110.878932,4.0,65,1,"{'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services","{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0'}"
SOgXFggX3DHvbaR-CJQu8Q,Fairfield Inn by Marriott Philadelphia West Chester/Exton,5 N Pottstown Pike,Exton,PA,19341,40.0576804283,-75.6585502625,2.0,23,1,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2'}","Hotels, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
